"variable","code","term_type","OR","OR_low","OR_high","estimate","std_err","p_value","direction","category"
"R0376_score","R0376","requirement_score",0.946741072188157,0.858153122197793,1.04447403916966,-0.0547296422017511,0.0501249461164513,0.274892725076738,"lower availability","C6.2"
"R0095_score","R0095","requirement_score",1.05151262489687,0.937119775554836,1.17986924314223,0.0502297226476143,0.0587632730509537,0.39267246129348,"higher availability","C2.2.2"
"R0126_score","R0126","requirement_score",0.953264457496809,0.899225987007962,1.01055033890901,-0.0478629138272859,0.0297750299245494,0.107948018391249,"lower availability","C2.3"
"R0003_score","R0003","requirement_score",0.960542139633139,0.892977245549757,1.0332191627604,-0.0402574251350264,0.0372133134985634,0.279340659075044,"lower availability","C1.1"
"R0119_score","R0119","requirement_score",0.962021960379335,0.882319327964103,1.04892437796597,-0.0387180007398348,0.0441249117820472,0.380234920825245,"lower availability","C2.3"
"R0245_score","R0245","requirement_score",1.03180389434595,0.960375246169297,1.1085451032125,0.0313086241437892,0.0366026183020762,0.392348727294493,"higher availability","C4.1"
"R0018_score","R0018","requirement_score",1.03082109838424,0.741737654473568,1.43257138216645,0.0303556675573521,0.167919070904678,0.85654373105505,"higher availability","C1.2"
"R0073_score","R0073","requirement_score",1.02724673789338,0.964499666074027,1.09407592105024,0.0268821532040629,0.0321577062406742,0.403184454972403,"higher availability","C2.1.1"
"R0272_score","R0272","requirement_score",1.02531688372918,0.943848708381386,1.11381697376368,0.025001719669591,0.0422411394028004,0.553930407084359,"higher availability","C4.3"
"R0010_score","R0010","requirement_score",0.97557578371724,0.898320057272458,1.05947551996698,-0.0247274348864894,0.0420933388200258,0.556906259181364,"lower availability","C1.1"
"R0289_score","R0289","requirement_score",1.02452963094456,0.940263768731919,1.11634734804151,0.0242336106256297,0.043790829499416,0.579993203719577,"higher availability","C4.3"
"R0300_score","R0300","requirement_score",0.985977204476651,0.923626035209074,1.05253751051694,-0.0141220438387915,0.0333301885848053,0.671783675595975,"lower availability","C5.3"
"R0266_score","R0266","requirement_score",0.991794894055716,0.913354117773576,1.07697232949777,-0.00823895309954473,0.0420378432415196,0.844618808522148,"lower availability","C4.2"
"R0291_score","R0291","requirement_score",0.997176958304175,0.931966281786996,1.06695049553309,-0.00282703399341835,0.0345065571771632,0.934704411497832,"lower availability","C4.3"
